date,group,index,category,sub-category
,,,,Household appliances
,,,,"Glassware, tableware & household utensils"
,,,,Tools & equipment for house & garden
,,,,Goods & services for routine household maintenance
,,,,Medicines & health products
,,,,Outpatient care services
,,,,Inpatient care services
,,,,Others health services
,,,,Purchase of vehicles
,,,,Operation of personal transport equipment
,,,,Passenger transport services
,,,,Transport services of goods
,,,,Information & communication equipment
,,,,Information & communication services
,,,,Other recreational goods
,,,,Garden products & pets
,,,,Recreational services
,,,,Cultural goods
,,,,Cultural services
,,,,Newspapers & periodicals
,,,,Package holidays
,,,,Pre primary & primary education
,,,,Secondary education
,,,,Post-secondary non-tertiary education
,,,,Tertiary education
,,,,Education not defined by level
,,,,Food & beverage preparation services
,,,,Accommodation services
,,,,Insurance
,,,,Explicit charges by deposit-taking corporations
,,,,Personal care
,,,,Other personal item
,,,,Social protection
,,,,Other services
,,,,Food away from home
,,,,Food at home
,,,,Non-alcoholic beverages
,,,,Alcoholic beverages
,,,,Tobacco
,,,,Clothes
,,,,Shoes
,,,,Actual rentals for housing
,,,,"Maintenance, repair & security of the dwelling"
,,,,Water supply & miscellaneous services relating to the dwelling
,,,,"Electricity, gas & fuel"
,,,,"Furniture, furnishings & loose carpets"
,,,,Household textiles
,,,,Household appliances
,,,,"Glassware, tableware & household utensils"
,,,,Tools & equipment for house & garden
,,,,Goods & services for routine household maintenance
,,,,Medicines & health products
,,,,Outpatient care services
,,,,Inpatient care services
,,,,Others health services
,,,,Purchase of vehicles
,,,,Operation of personal transport equipment
,,,,Passenger transport services
,,,,Transport services of goods
,,,,Information & communication equipment
,,,,Information & communication services
,,,,Other recreational goods
,,,,Garden products & pets
,,,,Recreational services
,,,,Cultural goods
,,,,Cultural services
,,,,Newspapers & periodicals
,,,,Package holidays
,,,,Pre primary & primary education
,,,,Secondary education
,,,,Post-secondary non-tertiary education
,,,,Tertiary education
,,,,Education not defined by level
,,,,Food & beverage preparation services
,,,,Accommodation services
,,,,Insurance
,,,,Explicit charges by deposit-taking corporations
,,,,Personal care
,,,,Other personal item
,,,,Social protection
,,,,Other services
,,,,Food away from home
,,,,Food at home
,,,,Non-alcoholic beverages
,,,,Alcoholic beverages
,,,,Tobacco
,,,,Clothes
,,,,Shoes
,,,,Actual rentals for housing
,,,,"Maintenance, repair & security of the dwelling"
,,,,Water supply & miscellaneous services relating to the dwelling
,,,,"Electricity, gas & fuel"
,,,,"Furniture, furnishings & loose carpets"
,,,,Household textiles
,,,,Household appliances
,,,,"Glassware, tableware & household utensils"
,,,,Tools & equipment for house & garden
,,,,Goods & services for routine household maintenance
,,,,Medicines & health products
,,,,Outpatient care services
,,,,Inpatient care services
,,,,Others health services
,,,,Purchase of vehicles
,,,,Operation of personal transport equipment
,,,,Passenger transport services
,,,,Transport services of goods
,,,,Information & communication equipment
,,,,Information & communication services
,,,,Other recreational goods
,,,,Garden products & pets
,,,,Recreational services
,,,,Cultural goods
,,,,Cultural services
,,,,Newspapers & periodicals
,,,,Package holidays
,,,,Pre primary & primary education
,,,,Secondary education
,,,,Post-secondary non-tertiary education
,,,,Tertiary education
,,,,Education not defined by level
,,,,Food & beverage preparation services
,,,,Accommodation services
,,,,Insurance
,,,,Explicit charges by deposit-taking corporations
,,,,Personal care
,,,,Other personal item
,,,,Social protection
,,,,Other services
,,,,Food away from home
,,,,Food at home
,,,,Non-alcoholic beverages
,,,,Alcoholic beverages
,,,,Tobacco
,,,,Clothes
,,,,Shoes
,,,,Actual rentals for housing
,,,,"Maintenance, repair & security of the dwelling"
,,,,Water supply & miscellaneous services relating to the dwelling
,,,,"Electricity, gas & fuel"
,,,,"Furniture, furnishings & loose carpets"
,,,,Household textiles
,,,,Household appliances
,,,,"Glassware, tableware & household utensils"
,,,,Tools & equipment for house & garden
,,,,Goods & services for routine household maintenance
,,,,Medicines & health products
,,,,Outpatient care services
,,,,Inpatient care services
,,,,Others health services
,,,,Purchase of vehicles
,,,,Operation of personal transport equipment
,,,,Passenger transport services
,,,,Transport services of goods
,,,,Information & communication equipment
,,,,Information & communication services
,,,,Other recreational goods
,,,,Garden products & pets
,,,,Recreational services
,,,,Cultural goods
,,,,Cultural services
,,,,Newspapers & periodicals
,,,,Package holidays
,,,,Pre primary & primary education
,,,,Secondary education
,,,,Post-secondary non-tertiary education
,,,,Tertiary education
,,,,Education not defined by level
,,,,Food & beverage preparation services
,,,,Accommodation services
,,,,Insurance
,,,,Explicit charges by deposit-taking corporations
,,,,Personal care
,,,,Other personal item
,,,,Social protection
,,,,Other services
,,,,Food away from home
,,,,Food at home
,,,,Non-alcoholic beverages
,,,,Alcoholic beverages
,,,,Tobacco
,,,,Clothes
,,,,Shoes
,,,,Actual rentals for housing
,,,,"Maintenance, repair & security of the dwelling"
,,,,Water supply & miscellaneous services relating to the dwelling
,,,,"Electricity, gas & fuel"
,,,,"Furniture, furnishings & loose carpets"
,,,,Household textiles
,,,,Household appliances
,,,,"Glassware, tableware & household utensils"
,,,,Tools & equipment for house & garden
,,,,Goods & services for routine household maintenance
,,,,Medicines & health products
,,,,Outpatient care services
,,,,Inpatient care services
,,,,Others health services
,,,,Purchase of vehicles
,,,,Operation of personal transport equipment
,,,,Passenger transport services
,,,,Transport services of goods
,,,,Information & communication equipment
,,,,Information & communication services
,,,,Other recreational goods
,,,,Garden products & pets
,,,,Recreational services
,,,,Cultural goods
,,,,Cultural services
,,,,Newspapers & periodicals
,,,,Package holidays
,,,,Pre primary & primary education
,,,,Secondary education
,,,,Post-secondary non-tertiary education
,,,,Tertiary education
,,,,Education not defined by level
,,,,Food & beverage preparation services
,,,,Accommodation services
,,,,Insurance
,,,,Explicit charges by deposit-taking corporations
,,,,Personal care
,,,,Other personal item
,,,,Social protection
,,,,Other services
,,,,Food away from home
,,,,Food at home
,,,,Non-alcoholic beverages
,,,,Alcoholic beverages
,,,,Tobacco
,,,,Clothes
,,,,Shoes
,,,,Actual rentals for housing
,,,,"Maintenance, repair & security of the dwelling"
,,,,Water supply & miscellaneous services relating to the dwelling
,,,,"Electricity, gas & fuel"
,,,,"Furniture, furnishings & loose carpets"
,,,,Household textiles
,,,,Household appliances
,,,,"Glassware, tableware & household utensils"
,,,,Tools & equipment for house & garden
,,,,Goods & services for routine household maintenance
,,,,Medicines & health products
,,,,Outpatient care services
,,,,Inpatient care services
,,,,Others health services
,,,,Purchase of vehicles
,,,,Operation of personal transport equipment
,,,,Passenger transport services
,,,,Transport services of goods
,,,,Information & communication equipment
,,,,Information & communication services
,,,,Other recreational goods
,,,,Garden products & pets
,,,,Recreational services
,,,,Cultural goods
,,,,Cultural services
,,,,Newspapers & periodicals
,,,,Package holidays
,,,,Pre primary & primary education
,,,,Secondary education
,,,,Post-secondary non-tertiary education
,,,,Tertiary education
,,,,Education not defined by level
,,,,Food & beverage preparation services
,,,,Accommodation services
,,,,Insurance
,,,,Explicit charges by deposit-taking corporations
,,,,Personal care
,,,,Other personal item
,,,,Social protection
,,,,Other services
,,,,Food away from home
,,,,Food at home
,,,,Non-alcoholic beverages
,,,,Alcoholic beverages
,,,,Tobacco
,,,,Clothes
,,,,Shoes
,,,,Actual rentals for housing
,,,,"Maintenance, repair & security of the dwelling"
,,,,Water supply & miscellaneous services relating to the dwelling
,,,,"Electricity, gas & fuel"
,,,,"Furniture, furnishings & loose carpets"
,,,,Household textiles
,,,,Household appliances
,,,,"Glassware, tableware & household utensils"
,,,,Tools & equipment for house & garden
,,,,Goods & services for routine household maintenance
,,,,Medicines & health products
,,,,Outpatient care services
,,,,Inpatient care services
,,,,Others health services
,,,,Purchase of vehicles
,,,,Operation of personal transport equipment
,,,,Passenger transport services
,,,,Transport services of goods
,,,,Information & communication equipment
,,,,Information & communication services
,,,,Other recreational goods
,,,,Garden products & pets
,,,,Recreational services
,,,,Cultural goods
,,,,Cultural services
,,,,Newspapers & periodicals
,,,,Package holidays
,,,,Pre primary & primary education
,,,,Secondary education
,,,,Post-secondary non-tertiary education
,,,,Tertiary education
,,,,Education not defined by level
,,,,Food & beverage preparation services
,,,,Accommodation services
,,,,Insurance
,,,,Explicit charges by deposit-taking corporations
,,,,Personal care
,,,,Other personal item
,,,,Social protection
,,,,Other services
,,,,Food away from home
,,,,Food at home
,,,,Non-alcoholic beverages
,,,,Alcoholic beverages
,,,,Tobacco
,,,,Clothes
,,,,Shoes
,,,,Actual rentals for housing
,,,,"Maintenance, repair & security of the dwelling"
,,,,Water supply & miscellaneous services relating to the dwelling
,,,,"Electricity, gas & fuel"
,,,,"Furniture, furnishings & loose carpets"
,,,,Household textiles
,,,,Household appliances
,,,,"Glassware, tableware & household utensils"
,,,,Tools & equipment for house & garden
,,,,Goods & services for routine household maintenance
,,,,Medicines & health products
,,,,Outpatient care services
,,,,Inpatient care services
,,,,Others health services
,,,,Purchase of vehicles
,,,,Operation of personal transport equipment
,,,,Passenger transport services
,,,,Transport services of goods
,,,,Information & communication equipment
,,,,Information & communication services
,,,,Other recreational goods
,,,,Garden products & pets
,,,,Recreational services
,,,,Cultural goods
,,,,Cultural services
,,,,Newspapers & periodicals
,,,,Package holidays
,,,,Pre primary & primary education
,,,,Secondary education
,,,,Post-secondary non-tertiary education
,,,,Tertiary education
,,,,Education not defined by level
,,,,Food & beverage preparation services
,,,,Accommodation services
,,,,Insurance
,,,,Explicit charges by deposit-taking corporations
,,,,Personal care
,,,,Other personal item
,,,,Social protection
